ENSG	RNA rpkm.human	Protein ibaq.human	RNA rpkm.chimp	Protein ibaq.chimp
ENSG00000170876	16.6855	779754.483284365	21.4127	1191362.81421609
ENSG00000174238	23.2787	779090.627708487	26.3616	1261907.64010299
ENSG00000172172	10.6222	778832.366593702	12.5889	809956.496018835
ENSG00000136813	14.1344	778501.633793891	21.7406	697383.293446111
ENSG00000125445	23.537	768990.754824746	26.7897	679438.998011801
ENSG00000029725	28.9179	768450.335545285	28.5512	337489.132679812
ENSG00000132792	22.8787	767178.773413074	24.2679	1168435.23559946
ENSG00000064703	3.33323	765839.496177394	4.4807	206020.195920856
ENSG00000198492	24.238	765126.423360902	25.7126	511440.056667902
ENSG00000117395	22.1892	764638.932838098	18.7781	579356.044682719
ENSG00000103194	14.6535	764328.36535507	20.2628	502534.58940883
ENSG00000176890	137.125	763836.30986501	146.119	537224.626127618
ENSG00000166228	42.6778	763300.463229394	12.25	255756.301636383
ENSG00000108587	9.09079	762838.934413152	7.60065	573009.013405041
ENSG00000124356	18.2408	762787.198122466	21.8594	350880.119288415
ENSG00000110717	15.977	760734.55050909	24.2934	309938.382805287
ENSG00000079819	9.65824	759097.550288699	6.63019	454705.170473426
ENSG00000065135	38.331	759039.001876626	44.2036	664177.248690284
ENSG00000087460	1.01289	757815.309059372	0.777392	744250.898453567
ENSG00000107949	15.8614	757560.570476652	15.4959	386878.995102935
ENSG00000137309	1.31373	756731.521839269	1.50733	1018304.07867784
ENSG00000057757	27.8474	756093.187475275	30.4286	675729.46086472
ENSG00000184992	13.8648	755967.552281432	14.1053	522108.46939911
ENSG00000162191	35.158	754512.858303209	55.7623	780465.141555833
ENSG00000136718	27.9499	753853.242851853	35.9107	454308.0679988
ENSG00000163714	15.4041	752783.945048396	16.1476	489279.710232336
ENSG00000108439	9.87435	751459.190245892	8.53149	365658.989843036
ENSG00000137818	639.354	751397.432786611	426.902	1011288.75034032
ENSG00000150867	51.7863	751337.891241854	49.1071	424510.133593017
ENSG00000166562	100.846	750612.118932637	97.052	1037091.01624126
ENSG00000204463	29.9757	750097.552114162	34.375	767080.359484455
ENSG00000158793	12.1637	750064.180434368	14.3367	250750.317858404
ENSG00000173726	52.0589	749068.361151357	71.5523	782608.818961648
ENSG00000145912	25.5875	748215.167484056	29.4077	703109.463486574
ENSG00000092964	7.28068	747680.577528279	9.9308	754023.581997412
ENSG00000136875	16.0463	747598.133953464	18.1669	687167.97571453
ENSG00000168066	48.504	744715.462036276	50.7792	1072408.79443941
ENSG00000184897	37.6132	742930.216800828	71.4951	725849.179766205
ENSG00000104833	1.21628	741805.592735767	2.89958	532670.153810889
ENSG00000145349	10.1478	741399.847174553	11.7118	2129405.22883356
ENSG00000109861	47.596	740910.615477297	39.3348	418529.100773253
ENSG00000173992	7.44517	740529.650012575	11.1216	193680.904539949
ENSG00000110619	15.9363	735151.090727426	24.5399	548179.365735716
ENSG00000140263	4.99729	733812.52134143	12.8095	2833364.91075655
ENSG00000100225	44.0037	733307.858746864	49.4365	104086.779861068
ENSG00000174780	28.2319	732194.806151235	27.6644	3110919.04633572
ENSG00000205981	4.53915	732178.064458526	2.85133	1057649.74840358
ENSG00000172939	18.8421	731340.851598922	22.3771	956869.475695741
ENSG00000101346	8.50906	729891.608459246	9.17255	761153.589033106
ENSG00000120526	9.39418	729052.343053475	10.613	295186.288702196
ENSG00000064419	23.4251	728884.882534425	31.8885	641974.495818565
ENSG00000103342	21.8404	728168.787849635	23.3577	755227.265311762
ENSG00000114503	33.929	727525.665505511	49.8925	626618.39406995
ENSG00000072042	15.1031	727359.408874819	16.0606	376038.570193493
ENSG00000197345	15.2144	726888.390021873	14.7655	489605.633027266
ENSG00000113552	9.43343	726882.909469065	11.2385	460282.18908533
ENSG00000159840	23.7869	726834.65834217	32.1005	899157.080348099
ENSG00000066557	13.9839	726084.719387485	13.6805	503001.614219449
ENSG00000115211	8.13597	724234.776272958	9.41264	365282.388441684
ENSG00000152061	15.6281	724179.193790389	17.5605	411880.167328773
ENSG00000168488	42.4339	723309.99915733	41.197	1064022.60961665
ENSG00000136631	6.96178	722127.113463623	5.43884	129032.074350774
ENSG00000116584	17.7197	721698.743824031	25.8342	659760.855265284
ENSG00000178802	19.0706	721434.434131632	41.6834	1863872.01404961
ENSG00000090054	17.0891	716209.436559686	25.4836	586788.838574748
ENSG00000197771	15.1317	716161.271441219	17.2071	1088961.80411089
ENSG00000146963	23.209	716006.189087303	25.448	969046.127085161
ENSG00000075884	21.2978	715958.9250631	20.3533	402999.749744573
ENSG00000184787	11.5093	715843.057961143	11.8149	490260.746862156
ENSG00000204316	19.3186	715819.829583515	14.3745	348365.20613183
ENSG00000175198	2.89601	715781.514181018	3.17098	55907.6805587247
ENSG00000084463	12.7113	715380.923576007	19.5958	438690.620493258
ENSG00000107164	12.4447	715021.99685569	14.4139	549604.515983435
ENSG00000166848	90.1027	712767.371870782	56.7715	299823.432929751
ENSG00000149480	38.2658	710841.083216168	37.5776	746594.355567423
ENSG00000197312	1.59976	710353.702854067	3.31565	701512.792458115
ENSG00000100614	19.3907	710245.01509516	26.041	419662.672158304
ENSG00000132471	52.515	708468.895986609	41.9069	708693.881815445
ENSG00000052749	4.05317	706211.608237322	4.49625	410288.346646145
ENSG00000124789	26.714	704564.760064022	26.0478	529975.803591655
ENSG00000101160	50.0966	703773.576092758	53.9853	511832.031953462
ENSG00000181929	20.537	703694.69049713	18.3221	729108.060002983
ENSG00000104814	33.7197	703359.315438732	25.2749	365178.318010689
ENSG00000172349	27.1769	703134.641019227	16.7158	272198.712939458
ENSG00000107099	17.3317	702486.247969657	16.9307	498107.788418938
ENSG00000109320	39.9819	701477.885664217	38.7412	556979.16305381
ENSG00000198700	14.2248	698819.259740568	20.0163	554395.10629759
ENSG00000143436	50.3722	697952.47970979	40.242	757356.045792858
ENSG00000134153	33.0249	697566.537499423	32.9089	405762.291153871
ENSG00000115310	25.3117	697402.232488899	27.4109	865885.455689911
ENSG00000118873	10.4854	695577.665312169	6.89992	431155.173974969
ENSG00000115364	31.0656	695198.531650036	32.2022	876146.264010461
ENSG00000113194	7.17268	694349.834773917	12.2939	600758.895618481
ENSG00000137547	42.7306	694090.474316685	42.008	726819.974238036
ENSG00000175216	19.7506	693648.692726337	37.9838	938793.200965571
ENSG00000112110	68.1151	693332.029035755	42.825	863304.721293502
ENSG00000203667	13.1508	690967.980180616	2.71068	254474.334731237
ENSG00000128595	14.7847	690395.932040214	31.753	923498.16696781
ENSG00000104267	4.49025	687308.975559647	0.250934	26443.6422747408
ENSG00000060339	23.7826	686049.437956218	21.7689	664283.327197663
ENSG00000069849	19.9004	684168.21614695	20.5486	283572.00535076
ENSG00000119414	24.8825	683566.11973991	21.3872	584189.633352545
ENSG00000120533	10.9769	681615.476105822	10.5633	364197.218756508
ENSG00000136270	13.9067	681293.616425028	13.147	798224.340214797
ENSG00000105122	38.254	680033.569900342	27.2722	410923.040322475
ENSG00000169738	23.2917	679890.275080085	14.2811	330604.501253755
ENSG00000026508	30.4447	678724.542682655	82.0892	2099358.32865697
ENSG00000161011	42.1341	677182.613340591	56.4785	805375.358385535
ENSG00000143294	13.1437	676136.170409858	13.3107	109357.610761364
ENSG00000173744	23.0116	674895.328453651	24.5348	425290.772977478
ENSG00000114767	14.0423	674790.150967665	12.5531	419017.485740736
ENSG00000138757	25.2684	673979.946457429	51.3155	571094.275121304
ENSG00000141030	27.3968	673676.463438686	28.5047	666133.288992734
ENSG00000147475	7.7999	673374.462734487	8.56413	419077.027084548
ENSG00000139746	9.8584	672169.435668482	13.7699	556831.551989343
ENSG00000120254	14.8113	670952.225460852	23.1805	483195.603989153
ENSG00000182512	34.946	670914.930646824	27.9933	270022.950055431
ENSG00000139428	17.1636	670874.547415012	5.26134	209643.432490521
ENSG00000083520	19.791	668491.115774794	26.8012	750912.782621486
ENSG00000023697	15.6771	668288.033467847	32.0418	649981.808396851
ENSG00000117360	6.38249	668131.148805868	6.53069	722832.518120616
ENSG00000110801	5.88483	668039.736533908	4.93926	600583.362622936
ENSG00000161847	29.4257	668011.036665033	29.0642	1107170.6512015
ENSG00000176261	26.1216	665909.641503178	21.6777	874554.816710545
ENSG00000181991	14.081	664066.482890059	20.6392	487622.215456186
ENSG00000176102	10.2896	663883.173191588	12.795	438592.211532167
ENSG00000159202	11.6552	663653.786529985	21.1771	655314.563873335
ENSG00000147164	16.5167	663492.98675323	22.5714	859022.950378469
ENSG00000132300	10.7777	663180.603474291	17.7884	365440.978002472
ENSG00000106615	1.07738	660876.967738045	1.88325	662986.778028994
ENSG00000031823	18.1587	659736.641598932	22.8896	461203.156522749
ENSG00000185129	7.77319	658977.735864834	8.17807	594228.398301756
ENSG00000139637	15.7099	657671.811724478	16.2664	709735.078549638
ENSG00000177963	16.5402	657291.827549368	27.2129	421220.850029141
ENSG00000115919	19.4158	657045.428373041	11.2488	280658.771902519
ENSG00000102606	16.8116	656793.275520173	9.4715	170758.376595354
ENSG00000173163	25.3482	656563.024598798	15.3863	112489.228034004
ENSG00000144843	26.1199	655909.03774475	36.187	510696.490797279
ENSG00000166750	16.0283	654896.204950033	16.6741	483441.659637593
ENSG00000155561	18.5813	654849.154996353	15.8895	595101.006500301
ENSG00000132842	14.8728	654161.96686654	12.5905	370867.425422133
ENSG00000113312	36.8507	654042.230313224	31.15	350887.637962605
ENSG00000166479	17.7768	653184.869964952	18.4408	1008322.00128586
ENSG00000102978	21.4584	651536.270756561	22.1429	571455.523326289
ENSG00000088930	22.491	651363.708473862	35.6928	646883.524916889
ENSG00000131165	14.6867	650919.201322288	16.4897	1307941.36242491
ENSG00000068120	26.2257	648358.81909752	17.8464	401856.977503174
ENSG00000109534	2.59707	646699.324871218	4.22842	759026.087028014
ENSG00000124783	53.4688	645410.944165303	67.3425	1050993.43283292
ENSG00000113141	18.3802	645052.914008877	26.6464	8901608.74048124
ENSG00000163811	24.1305	639934.535768723	27.8487	448227.247738869
ENSG00000126883	6.87158	639809.479629992	8.86803	506426.868197429
ENSG00000173020	49.3107	639249.014958028	69.4971	704787.372183378
ENSG00000108798	45.628	638992.869780669	57.7877	294724.190487543
ENSG00000167774	69.9797	638667.794792878	51.6507	604837.831721211
ENSG00000069998	23.5885	637418.194619277	9.16321	154755.11567883
ENSG00000103502	6.30805	636996.737024321	8.16153	381877.143769918
ENSG00000160131	7.02936	636967.706595122	6.68484	765449.743201919
ENSG00000018510	8.19732	636407.00936722	12.0878	768448.557664749
ENSG00000102753	16.5577	635607.965230811	27.8661	332423.304410242
ENSG00000077150	43.584	635464.792130269	72.6102	873508.170403567
ENSG00000042753	46.3311	635028.311282575	46.0384	702949.325680329
ENSG00000126934	34.9104	633638.683538695	28.3004	700182.609821473
ENSG00000176055	0.217797	633532.497020263	0.147804	360134.254812826
ENSG00000139496	10.9632	633074.41669033	16.4434	628625.946458082
ENSG00000221914	12.6281	632549.260968002	16.2723	940144.738187429
ENSG00000125037	16.2574	632022.080241509	19.7664	367589.689913291
ENSG00000146476	7.10539	631305.762752761	12.8778	848694.628755115
ENSG00000141456	20.9022	631113.164612866	19.6874	870816.211705429
ENSG00000167578	0.70202	629668.973855309	0.338016	458527.914864331
ENSG00000143569	21.1594	629429.134706922	21.4325	540116.679310288
ENSG00000004142	31.9473	628339.601527541	40.6392	537493.295063533
ENSG00000115944	29.1257	627914.378599815	37.2427	854751.163429736
ENSG00000183576	18.8177	627787.135775057	27.5956	454710.15214394
ENSG00000068796	20.4632	626366.538006573	34.5356	630930.323167307
ENSG00000065000	19.2889	626109.106006018	25.1045	811057.331947542
ENSG00000198055	17.3761	625859.873369985	15.1128	63154.7532749226
ENSG00000105926	8.49487	624473.295958827	4.33872	175445.527110661
ENSG00000164070	8.61481	624358.073470262	4.23149	264440.848035021
ENSG00000148187	5.54475	624194.218638115	4.84787	1173376.05960536
ENSG00000144744	21.485	623153.520420519	26.1484	847029.459587335
ENSG00000073584	17.5315	622806.461956517	19.3396	366234.729504978
ENSG00000090621	49.745	622623.450763949	32.448	836819.156340747
ENSG00000047249	13.4434	622568.457417871	11.5143	378709.629362289
ENSG00000136891	10.8066	622250.710856275	11.4453	401441.88249651
ENSG00000166595	67.8404	621030.124371753	55.7167	388027.407939957
ENSG00000110048	17.2909	620885.449225317	33.051	668888.481846617
ENSG00000165025	21.3892	619249.556559333	51.7413	1601693.91527745
ENSG00000107651	12.7538	619127.007057782	19.62	522947.219342967
ENSG00000161618	8.02953	618563.627411036	8.9605	731451.236780592
ENSG00000163002	6.52218	618031.755258535	5.03141	480224.175784004
ENSG00000147592	12.7261	617636.337738733	14.4056	364872.54326266
ENSG00000099622	67.0298	617492.171634432	59.8098	787691.911866799
ENSG00000132463	50.6387	617434.973403336	54.9767	436510.133600333
ENSG00000120697	15.1424	616302.247643219	12.9874	229051.451355981
ENSG00000113048	19.7359	616238.375054391	38.3328	770837.799667092
ENSG00000143653	18.4364	615064.458282066	6.14316	277753.902710494
ENSG00000176974	4.67221	615009.15114478	6.62286	785694.974885093
ENSG00000160216	26.6315	613922.032228636	17.2724	513257.031517568
ENSG00000179889	26.8961	613235.579936365	38.9821	282982.41793382
ENSG00000205339	4.15681	613143.146813394	18.2396	808300.621805189
ENSG00000173230	13.42	612187.620530879	19.523	544097.667330967
ENSG00000107625	20.7197	611592.33066728	32.4616	380828.1767178
ENSG00000196586	20.8614	611391.080798488	4.36234	179696.726944677
ENSG00000127314	1.94351	611178.577572621	7.07371	448596.87377697
ENSG00000123374	16.8673	610903.467714405	20.7957	536214.598831467
ENSG00000125821	26.6125	610503.793034157	20.6435	208978.22150887
ENSG00000112651	14.2543	610151.928744466	13.581	252161.150294611
ENSG00000166197	46.037	609890.061008007	50.8388	236897.196605965
ENSG00000134884	44.2469	609648.494786059	52.2613	606095.196415483
ENSG00000127463	4.72072	609458.456014466	7.21618	871498.628123149
ENSG00000060762	23.6016	609189.997021546	15.3514	610032.855047774
ENSG00000196235	39.3732	607752.704297027	40.7309	457107.991536024
ENSG00000077097	34.5782	607399.160462399	56.7069	924148.843861943
ENSG00000120686	32.2632	605834.788084134	25.3297	613184.754703125
ENSG00000147669	36.7101	605322.064063159	40.8847	543101.088802722
ENSG00000129562	156.034	604215.291595849	193.061	684850.513152949
ENSG00000174917	54.5893	603925.498079851	49.8777	500245.291245616
ENSG00000171848	43.8159	603756.618470958	29.2912	473723.758643919
ENSG00000141076	22.2076	603733.718140678	19.3755	397521.366392185
ENSG00000096080	31.9721	603364.881125135	24.821	357314.751824598
ENSG00000147224	17.0662	603016.666660971	29.0702	670903.298721333
ENSG00000140525	17.7949	602826.995393371	20.0297	233578.719730819
ENSG00000148341	10.879	600192.026533043	14.0266	802002.246284079
ENSG00000109805	24.2299	598996.448416751	25.2089	387119.863992875
ENSG00000149532	25.9467	597871.699737734	33.5052	620874.293743318
ENSG00000186591	24.2586	597376.159799934	25.4393	257057.35933133
ENSG00000173915	9.42618	596987.905468549	2.11594	430388.607281275
ENSG00000117758	13.5536	593574.409642603	11.5786	398071.844785501
ENSG00000070087	9.95885	589784.385960793	2.82307	110618.23415149
ENSG00000113558	38.126	589772.607709836	52.8611	675908.898141114
ENSG00000049541	22.632	589489.913300604	44.1636	668325.068866774
ENSG00000100650	67.8402	589418.320828013	64.9943	893892.483555514
ENSG00000162924	4.11375	588127.435823042	32.2418	895054.899912752
ENSG00000147383	12.0861	587425.6195598	15.2765	610451.675804747
ENSG00000137337	3.34824	585616.300846718	5.00804	64251.36742114
ENSG00000102178	6.73514	582664.934921934	10.6536	545030.14681566
ENSG00000048162	14.1353	582606.853839789	13.7743	447256.662688882
ENSG00000100242	18.0792	581906.128955776	24.3717	708110.347750943
ENSG00000100938	26.639	581646.641219394	28.4451	505647.186054465
ENSG00000105447	15.7828	580513.214822085	13.2931	265445.986709789
ENSG00000106628	16.5624	579555.044057759	24.8753	642655.996895468
ENSG00000095585	62.1916	579095.468797744	25.1482	307656.79637932
ENSG00000106344	8.72097	577841.837176524	11.3787	597287.533976673
ENSG00000118308	57.7664	577748.249171897	31.4316	74401.0953034501
ENSG00000102189	5.4814	577493.797232412	2.89924	392828.436163849
ENSG00000137161	45.1565	576506.836769893	15.1498	332206.57591575
ENSG00000062822	15.1663	575260.866367756	12.5575	450927.911700348
ENSG00000122729	5.01421	574665.607542168	10.9046	726833.151665296
ENSG00000184207	8.51453	572422.960904806	11.2449	209398.099063639
ENSG00000138138	9.30561	572111.853402586	20.9814	822174.90857327
ENSG00000004864	8.57513	571936.437200847	4.89106	422789.666151132
ENSG00000167996	5.46741	570815.255963002	300.846	729357.332526703
ENSG00000122986	20.122	570513.922585235	28.6363	459438.304259862
ENSG00000006125	27.2355	570045.01843223	34.0231	821508.619196407
ENSG00000134285	7.59325	569580.576342789	5.22951	842035.961143118
ENSG00000095906	18.5627	567697.379883852	16.2895	270345.479408694
ENSG00000108826	32.6414	567214.099938378	29.2412	619543.838349382
ENSG00000231389	300.293	566835.625826373	437.331	375714.490704957
ENSG00000119953	12.3011	566305.545524816	13.56	739187.869884191
ENSG00000124164	6.62332	565745.215055297	9.15478	621405.892811037
ENSG00000090686	16.7721	565434.013140213	12.9749	305832.253041748
ENSG00000130770	112.572	565374.673633454	60.4292	1639833.21362167
ENSG00000158019	9.34063	564981.937135325	13.2638	432838.239434596
ENSG00000043093	4.88628	564180.107686033	6.47817	825024.026376521
ENSG00000204228	6.78459	564172.051030034	13.0909	456958.16394112
ENSG00000143183	31.6614	563896.914338472	23.9041	708227.291407467
ENSG00000108592	21.8125	563700.043250115	30.4719	749652.286667859
ENSG00000128789	77.6076	563072.685229357	70.1333	545522.13156531
ENSG00000149182	9.34113	562844.773062108	14.2311	1136628.42189107
ENSG00000183520	21.743	561610.566826378	18.1413	1113178.28604991
ENSG00000115234	28.1746	561495.584394682	24.781	391154.352747781
ENSG00000164258	46.4084	561407.908235943	62.3094	557557.582900601
