ENSG	RNA rpkm.human	Protein ibaq.human	RNA rpkm.chimp	Protein ibaq.chimp
ENSG00000077348	25.2554	443917.183641519	18.1378	308841.704683965
ENSG00000164754	16.2199	443778.525142413	23.8868	779271.723869607
ENSG00000167721	18.4731	443700.444793507	38.8724	515526.147660482
ENSG00000182919	8.14429	443504.916458131	7.16889	513648.917584192
ENSG00000075914	13.0321	443303.812961706	10.4459	108346.098577875
ENSG00000085377	11.6268	442856.292286689	24.9438	607813.795333324
ENSG00000165271	5.25086	441321.170482937	12.1952	428718.149569649
ENSG00000065413	3.60652	441194.858862305	5.34473	335623.967512667
ENSG00000132109	34.1314	439171.417719377	24.806	483512.735889675
ENSG00000107371	24.2847	439079.661166856	14.0847	190088.99996521
ENSG00000141378	36.1104	438894.818710545	36.0406	522559.453562533
ENSG00000147162	57.2697	438805.791922925	41.4038	665855.903312491
ENSG00000163399	103.55	438746.917650144	87.1815	329832.093010528
ENSG00000130713	7.88537	436705.041225833	7.36624	256356.75959922
ENSG00000168961	39.5825	436609.286290082	16.3372	217602.893934118
ENSG00000117090	69.6069	436556.9575838	82.6795	481122.005245485
ENSG00000162645	9.6417	436346.227832875	44.4904	1382612.95824651
ENSG00000120253	11.3158	436143.75053165	10.1411	561101.435653717
ENSG00000152520	17.6792	435903.128558778	16.4705	48267.8567952202
ENSG00000103024	37.7664	435883.344175078	41.8751	271148.66523019
ENSG00000104835	8.99126	434049.746619435	5.87305	230583.876238392
ENSG00000015676	17.5839	433609.716111904	16.875	391515.890931656
ENSG00000104812	12.1464	433565.309502776	23.4049	569631.378508893
ENSG00000125818	22.4751	433058.362351885	22.1812	325890.745836531
ENSG00000175324	3.27607	432677.714918189	3.42213	402950.062770217
ENSG00000109332	36.1797	432051.865336679	35.7904	658880.49807739
ENSG00000100418	36.8992	431619.290323187	20.428	494135.695162105
ENSG00000124596	12.1445	430896.173524606	15.4103	783520.106238539
ENSG00000169446	8.42467	427074.803705278	8.68808	448929.938909115
ENSG00000168522	6.94855	426637.178487697	9.94815	256398.733871824
ENSG00000125676	13.2565	426353.045419162	16.9241	296200.099608753
ENSG00000171311	7.44972	426045.965636724	7.31078	378326.96926898
ENSG00000105135	5.54723	425502.81447748	4.93866	240391.321210165
ENSG00000100227	22.3341	424463.114843171	25.6368	548709.236030423
ENSG00000112062	7.85894	423654.305665359	16.7256	483248.599364062
ENSG00000103274	13.3703	422845.740215584	17.1492	432511.991523528
ENSG00000056097	16.9892	422414.104753132	24.8961	634439.139693802
ENSG00000181588	1.09977	421085.858072503	1.25005	581077.23671912
ENSG00000111832	20.8458	420878.102193018	21.6966	513227.830354597
ENSG00000160049	14.6048	420741.623171299	11.958	232278.825848971
ENSG00000086189	18.3791	419966.898493657	16.7503	285131.1169948
ENSG00000047230	5.64486	419646.387316379	7.45297	266443.235857179
ENSG00000188343	2.44346	419566.49096128	3.65045	321743.435137936
ENSG00000162688	7.64034	418118.628397803	8.35872	340766.433962936
ENSG00000119285	10.1681	417825.60875213	14.9641	489298.514430225
ENSG00000155366	35.3397	416879.104827067	46.491	1111249.17957635
ENSG00000136783	2.05306	415855.461672955	2.33145	548285.118049922
ENSG00000128463	30.8136	415783.16602749	24.465	387640.966651687
ENSG00000008952	65.0952	415292.481878745	37.1957	292159.986204107
ENSG00000132388	31.1948	415244.547064393	29.6164	236147.870148118
ENSG00000076662	94.0353	414584.918888461	57.523	356954.894251108
ENSG00000158769	15.3369	414457.731592705	29.7992	1247162.65874573
ENSG00000204120	8.09323	412750.161828269	13.1364	410183.453024991
ENSG00000135269	13.7412	412601.696822546	12.0274	591132.206296097
ENSG00000182446	11.1471	412461.525902177	18.1411	428075.566389555
ENSG00000130479	12.0328	412048.536043436	15.2887	335024.233605933
ENSG00000124214	36.1931	410752.338526487	37.1653	384307.265319653
ENSG00000173473	33.2491	410496.748636674	24.5512	170154.598155703
ENSG00000106077	3.25425	409878.486479422	4.35719	957778.616113467
ENSG00000134748	7.38051	409849.990379071	5.05113	386539.359391384
ENSG00000165660	10.8398	409544.340867439	18.7637	436559.275230786
ENSG00000149313	10.8885	408546.536575607	12.4315	728629.069635601
ENSG00000112972	46.122	408478.641641359	44.4621	421843.736624737
ENSG00000142002	10.0444	406688.789367629	21.8699	373375.808481497
ENSG00000155827	9.17667	406474.980540435	14.0104	192770.481525706
ENSG00000071894	10.2925	406256.829510447	12.5624	280337.766825661
ENSG00000158623	3.85975	405791.648732476	13.9065	799273.471544635
ENSG00000153395	28.6997	404368.216388932	14.4635	307068.751457261
ENSG00000115232	13.1302	404272.422121001	11.0552	435100.477487547
ENSG00000143924	15.1493	404267.2598106	12.9627	431013.726027772
ENSG00000163320	24.5778	404014.594005135	27.3181	417064.171605231
ENSG00000116898	17.6127	403913.559598707	15.6755	289570.182217987
ENSG00000082516	7.89178	402599.356575628	11.3177	248621.972198248
ENSG00000160208	17.5295	402540.584170905	16.1764	163554.678564994
ENSG00000159259	6.36624	401970.884666652	6.35913	314300.829775794
ENSG00000155100	6.68836	400497.791778556	11.2121	300921.485977342
ENSG00000198042	5.22172	400190.990376702	10.8934	355995.174318184
ENSG00000087842	6.99474	400133.070700672	3.78683	185358.42962277
ENSG00000119321	8.37077	399862.979876557	10.8711	376369.282766121
ENSG00000171723	9.6791	399371.721834266	8.49273	310028.542983457
ENSG00000168101	9.14786	398662.152721899	12.7764	982902.407734706
ENSG00000117713	23.2752	398628.798207094	22.4274	325617.305982507
ENSG00000111845	16.1369	397724.176491582	14.0088	222780.423832874
ENSG00000161204	6.8304	397638.029006155	9.08232	347006.989351518
ENSG00000088888	5.65208	397627.805445785	8.45686	285907.523691671
ENSG00000115267	48.8421	397605.11856374	29.6883	267570.991113589
ENSG00000169599	8.66595	397546.186909374	8.89953	607268.893727778
ENSG00000104472	16.9057	395741.570444515	15.3508	292477.907905262
ENSG00000117481	11.1354	395573.882146991	8.30423	140808.059263796
ENSG00000004487	35.6381	394140.721389689	41.1238	314490.403262845
ENSG00000123064	19.5034	394080.704885134	29.3072	546011.463763413
ENSG00000099810	8.2697	393903.540689769	6.11825	500218.39916282
ENSG00000110075	12.6413	393840.299846038	18.8285	249492.840867849
ENSG00000086589	17.6541	393420.046842817	20.7133	344979.423363605
ENSG00000243710	2.77142	393396.130175895	0.130481	617405.001885095
ENSG00000161405	20.8906	393295.85666508	23.3879	232935.094785014
ENSG00000187446	20.8219	392961.142915464	26.9244	267947.412352176
ENSG00000168894	37.5129	392330.909188566	39.1292	979545.677496164
ENSG00000120699	17.6786	392068.961701773	11.2499	194817.34280328
ENSG00000172992	9.06022	391409.549018529	3.13368	154197.621047833
ENSG00000198171	12.7845	390645.60723158	13.0326	375133.773233528
ENSG00000141968	22.289	390594.768455748	13.7161	334154.928867992
ENSG00000116337	7.03859	390508.671048338	8.48279	299988.827129909
ENSG00000070770	29.0828	389523.108873082	20.2614	764263.26590493
ENSG00000156026	8.33337	389471.147636174	7.70609	440011.175773994
ENSG00000134058	10.0459	388770.135419496	11.2438	223998.969358766
ENSG00000107959	12.8743	388495.198195235	33.0398	803525.01543543
ENSG00000087274	18.2231	388453.837065299	22.5423	342023.207371913
ENSG00000171503	7.29526	388239.954146684	4.57945	186152.95829027
ENSG00000111652	16.545	387216.253483829	16.4107	476902.183214285
ENSG00000108604	38.6776	386861.306852026	34.2662	312912.320353422
ENSG00000049239	3.51652	386653.50459512	7.24245	257673.01457322
ENSG00000149923	61.4728	386618.73544591	65.879	240525.003416619
ENSG00000137288	42.8004	386551.107958312	30.3352	190670.31639157
ENSG00000114302	5.24798	386333.49339731	18.4196	841627.928276221
ENSG00000037241	10.3676	386225.650847462	26.9797	432343.170890234
ENSG00000146376	18.9483	385887.876888159	4.48726	61670.0653334279
ENSG00000138303	11.3686	385866.992084655	28.1531	328810.205732734
ENSG00000132153	12.4128	385682.404289213	15.8247	242439.222832407
ENSG00000102103	37.9913	385323.87892223	24.0751	368643.105734625
ENSG00000175606	17.9273	385203.490901816	10.4199	247666.447040454
ENSG00000198771	62.489	384818.94664755	101.551	827210.705712239
ENSG00000136003	18.7668	383180.150915373	7.0739	241216.451643097
ENSG00000130303	265.239	382808.954871494	171.761	146495.663247166
ENSG00000164904	2.22847	382225.673237992	2.51086	614264.656554752
ENSG00000121064	33.1709	382220.665155135	17.0249	215274.305240658
ENSG00000141759	81.612	381831.911512813	48.9628	208215.295061337
ENSG00000134014	13.4974	381212.533237061	11.8914	357147.622871221
ENSG00000078902	9.55015	381000.396035957	9.50101	308149.260474757
ENSG00000239857	2.0723	380996.89213662	3.33461	319987.78428948
ENSG00000131652	16.929	380985.145709527	7.963	261458.455335909
ENSG00000196591	29.3204	380687.821332594	30.7417	558757.162911305
ENSG00000099940	9.72975	379899.253310634	10.5931	537877.676481677
ENSG00000204351	11.0365	379247.558230298	15.0872	278491.809745641
ENSG00000092929	19.065	379180.15974457	16.5283	287212.250479195
ENSG00000082068	2.8189	379105.878657423	3.4149	74704.4514043786
ENSG00000119640	10.5939	378972.833386638	7.58658	298048.675806896
ENSG00000152684	5.33181	378604.265927618	10.6751	581446.869376202
ENSG00000148218	8.91637	378491.486139113	5.84018	272042.932947129
ENSG00000151729	31.3282	377673.238951234	10.0912	44359.2126960022
ENSG00000162961	41.2291	375482.745130045	38.9771	470785.46225823
ENSG00000183020	8.27724	375454.167861215	14.2479	490564.893611086
ENSG00000121152	13.7055	375189.150144746	17.7919	196865.236004056
ENSG00000104412	10.5835	374041.778771949	17.529	461008.140173544
ENSG00000089289	80.5229	373271.576069792	37.7503	299859.881256647
ENSG00000171608	18.3435	373020.116139588	35.2784	471537.857149482
ENSG00000163110	4.14398	372791.979911474	2.7522	137434.501077157
ENSG00000204642	107.435	372766.53556895	43.4103	275292.932406288
ENSG00000104356	8.33661	372367.908906641	4.64377	1026703.33553648
ENSG00000170242	9.72016	372143.81716675	14.5951	362837.098648908
ENSG00000108039	13.5173	371965.012616553	13.6714	457709.793586351
ENSG00000131374	8.3871	371566.255658867	12.2212	191781.133189117
ENSG00000146457	24.8627	370984.218823489	24.2205	406331.195865365
ENSG00000165886	0.958476	370851.121503848	1.96311	595498.430999056
ENSG00000105518	39.4357	370547.369374137	29.0563	337192.412544837
ENSG00000161533	6.10061	370514.126107327	9.41105	438906.774727995
ENSG00000108312	22.5495	370192.81893078	22.3694	502057.085112298
ENSG00000177189	5.5222	369748.035619271	8.23647	172411.182087624
ENSG00000076242	12.9726	369721.796934225	14.0044	123469.230296471
ENSG00000112640	10.4475	369487.087096547	15.2572	602148.975320408
ENSG00000155438	28.6422	368997.845803312	23.7937	589868.371192646
ENSG00000162222	42.2135	368744.375324548	54.7251	590355.472595446
ENSG00000075188	20.5464	367427.871374884	16.2164	485864.043503722
ENSG00000159322	36.6969	367029.969045973	20.7305	237251.403850722
ENSG00000078618	21.183	366306.78220881	29.531	567607.956799116
ENSG00000067900	14.5299	366215.836080679	23.6076	228252.388684275
ENSG00000185359	23.1042	365973.8002041	22.4927	425559.048338247
ENSG00000126953	2.70498	365423.581465121	4.72396	812116.156123873
ENSG00000171824	17.815	365013.426031555	19.7266	259361.509908435
ENSG00000111906	21.9475	364522.170963392	10.7259	110071.906620992
ENSG00000172936	28.4445	364395.808061429	17.581	174393.16965194
ENSG00000105875	20.5139	364149.530958143	8.6114	144078.526124031
ENSG00000136490	115.367	363759.886017827	63.0414	343623.173722379
ENSG00000119203	16.3019	363557.527410418	16.531	474020.933529027
ENSG00000150961	12.745	363300.258708118	20.7599	375757.937875632
ENSG00000160194	14.5139	361954.382946183	17.9188	240773.148257995
ENSG00000155363	12.3369	361894.494935579	15.4859	445651.799229703
ENSG00000054611	20.6433	361805.652988148	16.7545	193827.499967639
ENSG00000165819	16.6578	359807.94095491	16.8446	397515.270792345
ENSG00000204592	330.864	358900.399480232	170.842	136477.376799973
ENSG00000128311	4.64906	358769.964816429	3.88342	478550.402622599
ENSG00000124155	15.4601	357693.287093822	17.4088	558489.939937041
ENSG00000185088	50.4161	357031.067566406	69.3815	404892.153333602
ENSG00000185753	11.4704	355842.130688199	19.1161	300321.06447097
ENSG00000143624	13.6065	355556.723592646	8.08306	396678.773230528
ENSG00000084072	7.35274	355410.077211156	7.23075	378210.131271916
ENSG00000142186	12.1673	354768.300317859	25.8944	342165.085128669
ENSG00000110108	32.5797	354708.548567717	43.6131	652896.332761877
ENSG00000075234	7.57971	353908.450865864	14.168	835671.946739691
ENSG00000185515	2.40633	353053.052814457	7.07637	371796.28504592
ENSG00000256269	0.351401	352203.365427443	0.477155	272248.493229916
ENSG00000132394	11.4756	351585.886540087	8.65897	360053.64042896
ENSG00000158604	26.6106	350475.886855276	25.9048	286744.176332547
ENSG00000085415	19.4731	350381.492306121	17.0269	266838.491076023
ENSG00000142507	55.1875	349414.04221616	68.9542	242918.514827083
ENSG00000155393	3.32998	349338.746286667	4.4101	18548.9017970376
ENSG00000144840	9.64607	349320.854561273	10.3999	360902.443051956
ENSG00000111300	8.2104	349251.975245849	11.6743	233404.296743603
ENSG00000117691	27.0483	348108.665654941	28.6225	940858.977375109
ENSG00000101193	41.3456	347385.901685951	45.616	259472.126586121
ENSG00000184967	9.39804	347191.559666491	9.75006	293683.761307797
ENSG00000083896	25.675	346417.516137363	30.1395	263448.201702125
ENSG00000108828	2.98673	344834.034070295	25.0377	3633434.66206707
ENSG00000170296	107.504	344698.245101208	104.99	765157.777970798
ENSG00000111142	30.0893	344546.438685734	30.7585	144784.731335361
ENSG00000243667	0.0760105	343629.636355454	0.0987549	219184.873579652
ENSG00000119929	18.7667	342818.476457807	16.184	354492.952875676
ENSG00000157500	4.95731	342453.847315877	14.2364	498341.913740947
ENSG00000146733	6.09192	341281.346774183	7.92512	433278.104882007
ENSG00000153774	39.4578	341258.753429934	44.142	394732.456770573
ENSG00000087299	3.11864	340670.461520055	3.77811	67932.0537166688
ENSG00000135090	16.5548	339616.686766852	12.2382	222890.483540318
ENSG00000092094	9.77429	339322.536702876	9.43665	704624.589110431
ENSG00000086827	7.58549	338787.141208948	10.3754	385001.106894873
ENSG00000108061	39.6506	338676.276557582	39.5822	323890.424419505
ENSG00000173039	18.3968	338610.165509816	23.0773	659119.847968095
ENSG00000142867	16.0178	338572.309090512	17.6308	278748.721372151
ENSG00000119314	17.252	338205.752176851	34.9784	509505.055312788
ENSG00000242247	12.4596	337819.365319719	28.2087	449827.918275739
ENSG00000135723	11.0885	336527.185002059	18.0303	596784.046670745
ENSG00000183258	20.2579	336069.145626091	16.033	255253.678926505
ENSG00000116353	4.8183	335291.74558392	5.82958	152588.668657754
ENSG00000130816	25.9882	334675.152214216	31.5736	438840.060580365
ENSG00000003509	6.35518	334512.252001789	4.23042	290081.800451905
ENSG00000143641	14.9114	334207.059388719	26.2649	627888.117002903
ENSG00000171202	22.9243	333628.909121094	27.3648	265505.696321338
ENSG00000138802	10.4837	333455.464212979	16.0617	326811.747168387
ENSG00000124486	17.1513	333223.670720328	28.6817	390747.122197368
ENSG00000137947	28.9182	332277.404881171	30.4578	336793.735988632
ENSG00000125637	34.7261	332262.904525734	27.7684	261458.788994845
ENSG00000070081	3.29137	331950.916255458	6.57327	1108091.82630219
ENSG00000100580	5.39133	331508.295593156	7.728	189938.715108527
ENSG00000101596	12.7255	331149.01268619	14.8061	361935.683834884
ENSG00000145191	12.1405	330736.969757611	12.2045	293190.727458421
ENSG00000108091	9.98112	330036.080028615	9.40975	307913.220734809
ENSG00000116761	9.89222	329375.961146355	4.37091	49963.0853656861
ENSG00000132356	11.111	328941.390140042	9.53256	351453.441694259
ENSG00000101997	9.85061	327836.867112651	13.9336	384576.634831613
ENSG00000136021	2.10629	327614.720425329	0.0588191	170514.59702819
ENSG00000161888	11.2415	326102.599750562	14.8326	313509.482085575
ENSG00000144034	19.4042	325809.751692582	13.9255	225673.170524519
ENSG00000172175	30.9974	325553.049668958	52.3789	199734.639788969
ENSG00000165983	9.52636	325219.805023415	11.1493	375329.469165816
ENSG00000139687	33.8828	324847.485713722	13.4008	98179.6812047814
ENSG00000159176	13.7823	324685.733441715	33.9733	560962.383070319
ENSG00000124226	33.3622	324347.217060549	39.9024	282889.557548171
ENSG00000144848	10.6208	324321.145906679	8.21644	580578.336851815
ENSG00000142082	4.56163	323923.490967858	6.05786	251916.049275665
ENSG00000167110	3.75424	323908.735226989	7.94295	541255.57489045
ENSG00000104907	15.3584	323390.050539598	9.1767	54575.4403719619
ENSG00000132589	16.534	322985.427821218	61.062	403959.82408617
ENSG00000148688	9.3129	322846.435167172	10.3612	210329.063283231
ENSG00000164815	6.75318	322597.530949593	7.21213	60107.8503460559
ENSG00000141556	13.3087	322574.260035182	20.9949	256997.227123993
ENSG00000115816	20.3426	322420.149142247	30.0829	359439.201382944
ENSG00000155463	76.1954	321802.199903078	70.1772	483498.975413429
ENSG00000134905	9.62191	321618.370567805	12.3656	470188.022892445
ENSG00000163131	53.7887	321410.813669012	37.1768	189818.616451633
ENSG00000124380	11.4524	321376.258515701	17.4201	355962.375120941
ENSG00000013375	4.78936	321266.270515927	12.883	885377.532846558
ENSG00000124126	29.4987	319965.129453104	24.2596	129689.690362096
ENSG00000129003	9.40699	319637.028037815	13.2565	165964.077369352
ENSG00000100365	21.8609	319521.144286464	24.1389	945257.402529423
ENSG00000135655	16.0866	319402.233017815	16.0057	189160.435578724
ENSG00000105063	51.0227	319105.341332293	28.8063	270950.844460755
ENSG00000137955	24.4527	318689.843330308	23.0078	208637.26485092
ENSG00000137806	11.6012	318550.752447434	15.0429	143116.202775396
ENSG00000148840	11.0547	317781.841951907	11.9978	204248.475274591
ENSG00000065357	4.69443	317724.579298425	3.17126	241071.44797565
ENSG00000074201	28.3238	317720.602517155	12.4055	1339867.06258813
ENSG00000134987	7.64607	317280.96957169	11.1153	228213.38878952
ENSG00000110536	25.6034	316818.67344141	29.403	147891.18649826
ENSG00000163754	1.69931	316560.657704814	3.06388	610674.448602936
ENSG00000198833	90.8406	316484.506994345	71.918	246936.65287579
ENSG00000171135	25.8818	316083.524955586	27.6446	308506.62596389
ENSG00000159348	3.3081	315191.323213783	4.44334	375413.73981527
ENSG00000123144	146.545	314792.78771303	86.7964	551404.736185845
ENSG00000115073	18.8876	314529.078053993	34.6852	371963.646324486
ENSG00000175573	16.5643	314087.498510906	20.0954	284310.518505322
ENSG00000188529	20.3334	314020.194269528	15.1298	587794.04269828
ENSG00000132912	9.90471	313437.078401189	23.5184	300887.4323669
ENSG00000165714	6.62133	313245.532627532	6.39442	104266.853309865
ENSG00000100292	14.7231	312670.898282466	22.7649	768816.274031853
ENSG00000151689	0.527971	312332.253484294	0.564551	73890.6603851116
ENSG00000163634	71.6148	312319.781635314	54.8088	311993.196933779
ENSG00000155189	49.8386	312202.338550041	51.9373	163299.306338265
ENSG00000102580	7.53501	312102.282148818	21.6241	564691.406435716
ENSG00000168002	30.2439	311525.730141193	31.7205	241479.042896252
ENSG00000164051	12.4603	311498.982554169	13.7514	225199.231666238
ENSG00000131269	11.4249	310681.142287755	16.7616	204119.571661977
ENSG00000068400	7.78902	310576.988226931	7.5005	159929.475719176
ENSG00000177830	7.16795	309954.400773633	9.08739	182033.100234612
ENSG00000076685	11.5026	309739.285150106	12.1947	608385.052858582
ENSG00000142207	4.00562	309610.061143367	5.97853	106385.897106398
ENSG00000138246	8.85247	309108.356801739	13.2149	508812.633072554
ENSG00000143614	7.00171	309043.344095279	12.2612	352116.445268785
ENSG00000154930	9.52975	308985.765133399	2.47163	123354.391967003
ENSG00000111726	29.7511	308835.511756255	24.8626	338685.401654048
ENSG00000107341	46.9053	308529.876985653	48.8067	299884.187628124
ENSG00000165934	13.091	306303.920428163	29.6479	231828.883283173
ENSG00000105486	20.2695	305939.327672097	16.5524	200423.934403547
ENSG00000151461	16.8826	305764.305367937	13.78	153833.923372377
ENSG00000204560	9.3239	305678.042494724	17.9735	264136.421601339
ENSG00000198589	7.76613	305667.416038156	10.6196	293131.466890998
ENSG00000129460	6.36012	304987.792335152	6.41386	266781.638253382
ENSG00000079134	14.5026	304776.53702693	13.5187	146671.899193375
ENSG00000185236	42.5941	304321.69266643	38.4526	143861.801417539
ENSG00000167900	48.9415	304022.019078628	41.2539	341972.358254587
ENSG00000067992	7.58534	303830.128845449	16.5583	417324.688773117
ENSG00000129422	0.133598	302919.880162976	0.390144	655164.707070708
ENSG00000084652	15.3233	302663.302011364	28.048	837181.929459335
ENSG00000197265	39.1178	302479.988258141	41.213	197827.984048618
ENSG00000121749	9.27313	302372.953602545	13.6216	260190.12038167
ENSG00000138698	10.3734	302242.672088661	17.3505	659471.094117166
ENSG00000146094	22.6047	301105.306472421	8.64038	99535.4832062051
ENSG00000241839	19.402	300147.801286293	18.7717	410940.486827359
ENSG00000009335	14.9096	299617.643502631	20.1881	243722.386523551
ENSG00000074582	8.66043	299609.349449228	8.50613	257535.435569579
ENSG00000009954	17.9658	298928.650733612	25.8729	343090.480462829
ENSG00000133026	2.27722	298512.393443492	5.66895	536239.25714368
ENSG00000094880	7.38349	297755.240486847	11.7972	205391.204193693
ENSG00000114416	19.2849	297664.752687315	26.8897	360105.756019392
ENSG00000078061	13.1909	297189.270597833	20.6986	250712.309648071
ENSG00000223501	6.42001	296682.426794909	9.34693	254238.240113579
ENSG00000091640	51.3929	296579.419226422	50.1036	399146.288714316
ENSG00000086504	69.8897	296393.49443042	70.8625	220796.386018404
ENSG00000141985	15.6914	296310.42648956	26.0745	438197.986100024
ENSG00000125107	29.3297	295821.015929133	47.4358	305266.737470821
ENSG00000164961	7.86141	295628.664502031	10.587	274371.226698999
ENSG00000116874	8.98612	295458.254132537	7.68959	335698.54449569
ENSG00000173465	7.42061	294514.378733373	8.70813	121597.454728051
ENSG00000139719	3.81979	294072.872744969	3.19569	151295.875713157
ENSG00000198001	5.79795	293893.801209183	9.56123	433674.984363886
ENSG00000164885	3.74208	293676.665558619	3.85047	301094.593476528
ENSG00000113734	8.56845	293410.10602424	12.6601	413736.86998542
ENSG00000180992	51.0836	293155.582144361	48.8011	390136.860157682
ENSG00000148444	19.6387	292888.842416706	12.049	50583.4804400591
ENSG00000142655	7.31866	292857.654940219	7.44402	351715.055408825
ENSG00000125726	127.26	292329.85250149	165.336	294785.601106247
ENSG00000108669	67.348	292222.0922028	66.0195	312894.739698084
ENSG00000102316	19.0796	292212.298037876	26.58	295238.123653757
ENSG00000185049	14.7105	291919.825676564	16.0759	279641.993796673
ENSG00000152256	14.6686	291669.468688663	22.151	239900.432911155
ENSG00000128626	32.531	291401.201115679	31.0989	329776.738444872
ENSG00000187522	9.75606	291339.502682374	17.5325	315704.881878366
ENSG00000117676	24.4196	291067.267483498	40.6509	541554.713629689
ENSG00000176390	20.2724	291000.331993983	18.221	162175.598458074
ENSG00000005175	12.5072	290931.09445901	12.8811	179783.511460589
ENSG00000099203	6.88284	289819.260508818	6.28908	211405.982370737
ENSG00000156502	9.66053	289357.780464801	6.51442	169171.699704657
ENSG00000116685	18.4168	289339.662943745	14.4036	228970.439122207
ENSG00000116957	6.82421	289250.622982577	10.8809	195336.731358991
ENSG00000112249	8.20138	289107.443150667	12.7625	342396.124502837
ENSG00000060237	33.1093	287844.251288679	42.0318	233169.782014665
ENSG00000186184	55.7925	286816.348854834	55.0618	294553.46973598
ENSG00000186635	14.944	286795.158687559	18.5307	131360.035189498
ENSG00000168214	26.3276	286333.085532928	56.0672	271501.901682825
ENSG00000137145	10.4392	286089.012999677	4.75701	54598.2179247864
ENSG00000136100	11.4048	285860.587825033	16.7198	826012.842975239
ENSG00000241945	11.1327	285241.753010923	17.4288	271432.246358162
ENSG00000105792	0.164389	285218.508529124	0.229376	202194.791594852
ENSG00000011376	7.2121	284136.721761788	8.09542	378136.324779093
ENSG00000119537	11.6387	283979.410999167	15.7106	34429.1064757211
ENSG00000162231	11.732	283934.731899279	13.7849	275872.106724504
ENSG00000110442	11.5098	283158.873411045	9.19167	257300.290386767
ENSG00000136699	4.18845	282638.912533237	7.14625	286822.544595402
ENSG00000110435	16.4206	282504.33235071	18.7868	202015.51405007
ENSG00000165060	5.61062	282464.895217998	3.38841	182819.766417196
ENSG00000168275	51.9088	281917.656229955	28.3207	297350.402183939
ENSG00000070061	7.06144	281366.74397666	14.6929	304718.807337515
ENSG00000163166	27.0941	280756.190468025	32.2483	114932.105592204
ENSG00000114062	22.3751	280692.741728281	24.0234	253238.032780557
ENSG00000167720	5.13766	279985.577100176	12.1103	88860.3737772817
ENSG00000168564	10.3276	279978.04612418	11.0049	268352.085288025
ENSG00000189306	18.3384	279887.461100831	18.94	269179.096675409
ENSG00000105287	30.0314	279851.707748421	24.9421	106554.556071023
ENSG00000090615	8.49855	279079.267746056	15.5519	456087.708784176
ENSG00000139131	14.7846	278955.745098631	15.5709	312284.674705676
ENSG00000071462	13.8797	278870.839874238	17.1468	312204.091237517
ENSG00000072062	8.3507	278222.726872986	13.6962	956783.700112785
ENSG00000110074	9.57042	278129.113468416	11.6005	45806.390667823
ENSG00000135823	9.81343	277808.89127381	14.9467	241075.380184576
ENSG00000198836	16.0532	277801.244857157	19.0433	226441.38060313
ENSG00000134574	47.7688	277569.965328857	84.2476	375498.317902319
ENSG00000258790	0.0884156	276355.520441816	0.18864	107953.09344608
ENSG00000138835	2.64371	276198.546396863	6.04035	175247.966096261
ENSG00000186298	57.0612	275135.225778287	3.23102	212065.1472264
ENSG00000160633	40.83	274763.40640725	46.8568	279782.418655309
ENSG00000168071	19.8485	274747.161209097	13.7667	293097.279921964
ENSG00000100284	5.92405	274464.490451887	6.50177	84526.7878332113
ENSG00000032389	17.6391	273635.004158652	21.7694	249430.794856012
ENSG00000080608	19.3244	273511.346891965	21.0039	287794.522138971
ENSG00000177150	8.2159	273379.783123347	15.2159	192248.787492043
ENSG00000021776	9.13168	273114.719363534	12.5935	274353.212517949
ENSG00000090061	11.2453	272974.894204948	14.722	171940.345754959
ENSG00000065485	3.47373	272581.300337477	5.50905	216343.654918931
ENSG00000177192	18.548	272406.001824325	15.9238	180591.15420466
ENSG00000002822	10.8943	271222.310406302	7.93892	207636.543608813
ENSG00000148700	17.8853	270842.554590775	15.4124	131873.09485196
ENSG00000196449	18.0276	270840.026727115	25.2187	233404.627823728
ENSG00000071539	9.80926	270329.243536845	7.95284	168214.414515758
ENSG00000120333	19.4744	270285.184222657	18.9245	348695.399109805
ENSG00000168078	24.7052	270152.784376798	24.1566	187112.942956986
ENSG00000159111	31.437	269722.189030759	34.7972	287692.510961992
ENSG00000140400	19.4501	269156.248895363	18.5422	66108.583511584
ENSG00000198554	7.95433	268695.307531109	12.2511	263369.847818674
ENSG00000126561	8.42274	268290.021829463	27.2938	511476.605895097
ENSG00000184831	9.38463	268041.10379004	10.6032	216790.998841849
ENSG00000129472	5.63936	267947.519774674	7.2088	190923.907637799
ENSG00000180185	0.336022	267900.626718787	0.824631	213191.838610244
ENSG00000115540	1.10495	266813.918922649	1.05508	300804.107055539
ENSG00000213983	9.4871	266040.598080116	9.5785	285119.045931602
ENSG00000114331	11.5009	265698.092347736	13.7049	151219.425576342
ENSG00000136874	6.92737	265423.488468821	13.127	176541.044996618
ENSG00000039650	9.58249	264938.723869776	14.5254	171752.134721473
ENSG00000125454	11.5837	264814.230492181	14.3213	88736.857794858
ENSG00000123728	32.0107	264731.085006204	34.9315	146576.865048584
ENSG00000113384	22.7415	264320.720628775	45.8009	187023.808693019
ENSG00000101972	24.5827	264108.213209525	30.578	209712.921388092
ENSG00000119718	8.17819	263319.512778674	10.6483	348320.314754814
ENSG00000104763	23.7944	262789.251406703	16.3726	360893.078873397
ENSG00000156697	3.68455	262225.248082031	4.75701	128007.732083041
ENSG00000104884	7.2863	261449.923125907	11.014	164239.669313484
ENSG00000116521	19.342	261419.336768739	21.9822	268071.461126273
